leaguegoals,isamongtopscorers,yellows,isamongtopscorersinteam,jerseynumber,position,artificialkey,teamid,leaguegoalsprevmatch,injury,leagueappearances,istopscorer,leaguegoalsprevthreematches,playerid,form,reds
0,0,0,0,33,29,22848,100646,0,0,0,0,0,282357,0,0
0,0,0,0,20,7,79,272,0,0,0,0,0,219957,3,0
0,0,0,0,7,12,80,272,0,0,0,0,0,195286,3,0
0,0,0,0,11,13,81,272,0,0,0,0,0,210739,3,0
0,0,0,0,15,15,82,272,0,0,0,0,0,194429,3,0
0,0,0,0,25,16,83,1971,0,0,0,0,0,189431,3,0
0,0,0,0,25,24,84,272,0,0,0,0,0,201265,3,0
3,1,0,1,28,26,85,272,0,0,0,0,0,184143,3,0
0,0,0,0,18,28,86,272,0,0,0,0,0,224313,3,0
0,0,0,0,21,28,87,272,0,0,0,0,0,224483,3,0
0,0,0,0,6,6,88,272,0,0,0,0,0,224067,3,0
0,0,0,0,4,28,89,272,0,0,0,0,0,201527,3,0
0,0,0,0,1,28,90,272,0,0,0,0,0,215693,3,0
0,0,0,0,33,29,24174,270,0,0,0,0,0,283496,0,0
1,0,0,1,14,28,92,272,0,0,0,0,0,223186,3,0
0,0,0,0,4,28,93,111928,0,0,0,0,0,198899,3,0
0,0,0,0,26,29,94,272,0,0,0,0,0,234095,3,0
0,0,0,0,22,29,95,272,0,0,0,0,0,203554,3,0
0,0,0,0,17,29,96,272,0,0,0,0,0,235140,3,0
0,0,0,0,29,29,97,272,0,0,0,0,0,235584,3,0
0,0,0,0,16,29,98,272,0,0,0,0,0,239175,3,0
0,0,0,0,27,29,99,272,0,0,0,0,0,236758,3,0
0,0,0,0,25,0,100,819,0,0,0,0,0,207557,3,0
0,0,0,0,23,28,101,76,0,0,0,0,0,208564,3,0
0,0,0,0,5,4,102,819,0,0,0,0,0,206022,3,0
0,0,0,0,27,6,103,819,0,0,0,0,0,239402,3,0
0,0,0,0,5,29,24641,1786,0,0,0,0,0,283963,0,0
0,0,0,0,22,29,105,110556,0,0,0,0,0,225997,3,0
0,0,0,0,22,29,22845,269,0,0,0,0,0,282354,0,0
0,0,0,0,8,15,107,819,0,0,0,0,0,219755,3,0
0,0,0,0,13,27,108,1906,0,0,0,0,0,204821,3,0
2,0,0,1,9,24,109,819,0,0,0,0,1,201335,3,0
1,0,0,1,23,26,110,819,0,0,0,0,0,234636,3,0
2,0,0,1,28,28,111,819,0,0,0,0,0,218651,3,0
0,0,0,0,14,16,112,819,0,0,0,0,0,205929,3,0
0,0,0,0,32,12,113,819,0,0,0,0,0,201945,3,0
0,0,0,0,25,7,114,44,0,0,0,0,0,200108,3,0
0,0,0,0,25,29,24193,271,0,0,0,0,0,283515,0,0
0,0,0,0,24,29,116,1796,0,0,0,0,0,201266,3,0
0,0,0,0,16,28,117,819,0,0,0,0,0,194063,3,0
0,0,0,0,21,27,118,231,0,0,0,0,0,201303,3,0
0,0,0,0,18,28,119,819,0,0,0,0,0,238157,3,0
0,0,0,0,14,29,21463,820,0,0,0,0,0,281115,0,0
0,0,0,0,4,29,21667,1788,0,0,0,0,0,281319,0,0
0,0,0,0,24,29,21788,272,0,0,0,0,0,281440,0,0
0,0,0,0,39,29,123,819,0,0,0,0,0,238132,3,0
0,0,0,0,40,29,124,819,0,0,0,0,0,240040,3,0
0,0,0,0,1,0,125,820,0,0,0,0,0,200209,3,0
0,0,0,0,6,3,126,820,0,0,0,0,0,216134,3,0
0,0,0,0,2,4,127,1871,0,0,0,0,0,204163,3,0
0,0,0,0,32,6,128,820,0,0,0,0,0,213543,3,0
0,0,0,0,2,29,129,112885,0,0,0,0,0,194726,3,0
0,0,0,0,25,12,130,820,0,0,0,0,0,224311,3,0
0,0,0,0,23,13,131,820,0,0,0,0,0,225999,3,0
0,0,0,0,32,29,21465,271,0,0,0,0,0,281117,0,0
1,0,0,1,29,29,133,898,0,0,0,0,0,210951,3,0
0,0,0,0,20,15,22852,15001,0,0,0,0,0,282361,0,0
1,0,0,1,9,25,135,820,0,0,0,0,0,226232,3,0
0,0,0,0,11,28,136,820,0,0,0,0,0,201495,3,0
0,0,0,0,20,28,137,820,0,0,0,0,0,199470,3,0
0,0,0,0,16,28,138,820,0,0,0,0,0,234982,3,0
1,0,0,1,4,7,139,820,0,0,0,0,0,213528,3,0
0,0,0,0,12,28,140,820,0,0,0,0,0,221584,3,0
0,0,0,0,28,15,141,820,0,0,0,0,0,224356,3,0
0,0,0,0,33,28,142,820,0,0,0,0,0,234896,3,0
0,0,0,0,18,16,143,820,0,0,0,0,0,234677,3,0
0,0,0,0,26,29,144,820,0,0,0,0,0,231330,3,0
0,0,0,0,27,29,145,820,0,0,0,0,0,229082,3,0
0,0,0,0,24,29,146,820,0,0,0,0,0,239199,3,0
0,0,0,0,6,28,22842,112904,0,0,0,0,0,282351,0,0
0,0,0,0,31,28,148,820,0,0,0,0,0,239796,3,0
0,0,0,0,19,28,149,820,0,0,0,0,0,234393,3,0
0,0,0,0,22,29,150,820,0,0,0,0,0,239797,3,0
0,0,0,0,37,29,151,820,0,0,0,0,0,240686,3,0
0,0,0,0,1,0,152,1446,0,0,0,0,0,199904,3,0
0,0,0,0,27,3,153,1446,0,0,0,0,0,215660,3,0
2,0,0,1,15,4,154,1446,0,0,0,0,1,220302,3,0
0,0,0,0,33,6,155,1446,0,0,0,0,0,204164,3,0
0,0,0,0,13,7,156,1446,0,0,0,0,0,152031,3,0
1,0,0,1,27,29,157,361,0,0,0,0,0,234474,3,0
0,0,0,0,16,13,158,1446,0,0,0,0,0,234473,3,0
1,0,0,1,4,15,159,1446,0,0,0,0,0,239636,3,0
0,0,0,0,20,16,160,1446,0,0,0,0,0,237015,3,0
0,0,0,0,20,29,24177,1447,0,0,0,0,0,283499,0,0
1,0,0,1,9,26,162,1446,0,0,0,0,0,169449,3,0
0,0,0,0,8,28,163,1446,0,0,0,0,0,240335,3,0
1,0,0,1,19,28,164,1446,0,0,0,0,0,239781,3,0
0,0,0,0,23,28,165,1446,0,0,0,0,0,236793,3,0
0,0,0,0,6,28,166,1446,0,0,0,0,0,239404,3,0
0,0,0,0,30,28,167,1446,0,0,0,0,0,234471,3,0
0,0,0,0,16,29,168,1516,0,0,0,0,0,225273,3,0
0,0,0,0,17,28,169,1446,0,0,0,0,0,198622,3,0
0,0,0,0,24,29,170,1446,0,0,0,0,0,235822,3,0
0,0,0,0,23,29,21464,1516,0,0,0,0,0,281116,0,0
0,0,0,0,7,29,172,1446,0,0,0,0,0,201277,3,0
0,0,0,0,6,29,22846,15001,0,0,0,0,0,282355,0,0
0,0,0,0,28,0,174,1447,0,0,0,0,0,193312,3,0
0,0,0,0,6,29,175,1715,0,0,0,0,0,200195,3,0
0,0,0,0,20,29,176,1786,0,0,0,0,0,188978,3,0
0,0,0,0,13,29,24458,270,0,0,0,0,0,283780,0,0
0,0,0,0,33,29,24189,269,0,0,0,0,0,283511,0,0
1,0,0,1,30,9,179,1447,0,0,0,0,0,198534,3,0
0,0,0,0,7,28,24192,1447,0,0,0,0,0,283514,0,0
1,0,0,1,15,12,181,1447,0,0,0,0,0,205535,3,0
0,0,0,0,8,16,182,1447,0,0,0,0,0,229083,3,0
3,1,0,1,19,18,183,1447,0,0,0,0,0,215443,3,0
2,0,0,1,30,28,184,272,0,0,0,0,0,213815,3,0
0,0,0,0,24,28,185,1447,0,0,0,0,0,238051,3,0
0,0,0,0,6,29,186,111821,0,0,0,0,0,229436,3,0
0,0,0,0,14,3,187,1447,0,0,0,0,0,229776,3,0
0,0,0,0,18,7,188,1447,0,0,0,0,0,237519,3,0
0,0,0,0,1,28,189,1447,0,0,0,0,0,204985,3,0
0,0,0,0,27,25,190,1447,0,0,0,0,0,198436,3,0
0,0,0,0,21,28,191,1447,0,0,0,0,0,224515,3,0
0,0,0,0,32,28,192,1447,0,0,0,0,0,236353,3,0
0,0,0,0,10,29,193,1447,0,0,0,0,0,201293,3,0
0,0,0,0,22,29,194,1447,0,0,0,0,0,237058,3,0
0,0,0,0,35,29,195,1447,0,0,0,0,0,215538,3,0
0,0,0,0,2,29,196,1447,0,0,0,0,0,205074,3,0
0,0,0,0,9,29,197,1447,0,0,0,0,0,200488,3,0
0,0,0,0,6,11,198,1447,0,0,0,0,0,172398,3,0
0,0,0,0,16,29,199,1447,0,0,0,0,0,190510,3,0
0,0,0,0,13,29,200,1447,0,0,0,0,0,219869,3,0
0,0,0,0,1,0,201,1516,0,0,0,0,0,132740,3,0
1,0,0,1,41,29,202,1816,0,0,0,0,1,233301,3,0
1,0,0,1,4,4,203,1516,0,0,0,0,1,198250,3,0
0,0,0,0,18,29,204,1516,0,0,0,0,0,234629,3,0
0,0,0,0,21,28,205,1793,0,0,0,0,0,205364,3,0
0,0,0,0,3,15,206,1516,0,0,0,0,0,164858,3,0
0,0,0,0,36,12,207,1516,0,0,0,0,0,199750,3,0
0,0,0,0,9,13,208,1516,0,0,0,0,0,178461,3,0
0,0,0,0,26,29,21466,113720,0,0,0,0,0,281118,0,0
0,0,0,0,7,29,22847,1516,0,0,0,0,0,282356,0,0
4,1,0,1,33,25,211,1516,0,0,0,0,2,212382,3,0
0,0,0,0,35,29,212,210,0,0,0,0,0,201967,3,0
0,0,0,0,22,16,213,1516,0,0,0,0,0,225931,3,0
1,0,0,1,14,29,214,1516,0,0,0,0,0,204644,3,0
0,0,0,0,2,6,215,1516,0,0,0,0,0,190942,3,0
0,0,0,0,31,28,216,1516,0,0,0,0,0,202673,3,0
0,0,0,0,27,29,217,74,0,0,0,0,0,216549,3,0
1,0,0,1,25,28,218,322,0,0,0,0,0,215938,3,0
0,0,0,0,19,29,24465,100888,0,0,0,0,0,283787,0,0
0,0,0,0,28,3,220,1516,0,0,0,0,0,210646,3,0
0,0,0,0,15,29,221,1516,0,0,0,0,0,239458,3,0
0,0,0,0,2,4,24277,272,0,0,0,0,0,283599,0,0
0,0,0,0,20,29,223,1516,0,0,0,0,0,235244,3,0
0,0,0,0,34,29,224,1516,0,0,0,0,0,236883,3,0
0,0,0,0,13,29,225,1516,0,0,0,0,0,229873,3,0
0,0,0,0,9,29,226,112425,0,0,0,0,0,205465,3,0
0,0,0,0,40,29,227,1516,0,0,0,0,0,236875,3,0
0,0,0,0,1,0,228,1786,0,0,0,0,0,206379,3,0
0,0,0,0,22,29,20381,319,0,0,0,0,0,280467,0,0
0,0,0,0,16,6,24175,271,0,0,0,0,0,283497,0,0
0,0,0,0,24,6,231,1786,0,0,0,0,0,222328,3,0
0,0,0,0,11,7,232,1786,0,0,0,0,0,223694,3,0
0,0,0,0,7,12,233,1786,0,0,0,0,0,216407,3,0
0,0,0,0,15,13,234,1786,0,0,0,0,0,202164,3,0
0,0,0,0,2,15,235,1786,0,0,0,0,0,234502,3,0
0,0,0,0,8,16,236,1786,0,0,0,0,0,224964,3,0
1,0,0,1,10,24,237,1786,0,0,0,0,0,190724,3,0
0,0,0,0,28,26,238,1786,0,0,0,0,0,198611,3,0
0,0,0,0,6,28,239,1786,0,0,0,0,0,216273,3,0
0,0,0,0,23,28,240,1786,0,0,0,0,0,239755,3,0
0,0,0,0,18,28,241,1786,0,0,0,0,0,237019,3,0
0,0,0,0,22,29,22840,112425,0,0,0,0,0,282349,0,0
0,0,0,0,22,28,243,1786,0,0,0,0,0,204298,3,0
0,0,0,0,9,28,244,1786,0,0,0,0,0,229748,3,0
0,0,0,0,23,28,245,894,0,0,0,0,0,204348,3,0
0,0,0,0,71,29,246,1786,0,0,0,0,0,236794,3,0
0,0,0,0,19,29,247,1786,0,0,0,0,0,220663,3,0
0,0,0,0,6,29,24176,113720,0,0,0,0,0,283498,0,0
0,0,0,0,30,29,249,1786,0,0,0,0,0,240484,3,0
0,0,0,0,15,29,250,1788,0,0,0,0,0,234369,3,0
0,0,0,0,7,16,251,900,0,0,0,0,0,183847,3,0
0,0,0,0,51,29,252,1786,0,0,0,0,0,229504,3,0
0,0,0,0,74,29,253,1786,0,0,0,0,0,238309,3,0
0,0,0,0,1,0,254,1788,0,0,0,0,0,222562,3,0
1,0,0,1,2,2,255,1788,0,0,0,0,0,236273,3,0
0,0,0,0,32,4,256,1788,0,0,0,0,0,233213,3,0
0,0,0,0,17,5,257,1788,0,0,0,0,0,233212,3,0
0,0,0,0,32,28,21467,272,0,0,0,0,0,281119,0,0
0,0,0,0,5,8,259,1788,0,0,0,0,0,229640,3,0
5,1,0,1,12,23,260,1788,0,0,0,1,0,202374,3,0
0,0,0,0,36,13,261,1788,0,0,0,0,0,235658,3,0
3,1,0,1,23,15,262,1788,0,0,0,0,1,229723,3,0
4,1,0,1,10,16,263,1477,0,0,0,0,2,213089,3,0
2,0,0,1,10,25,264,1788,0,0,0,0,0,210644,3,0
0,0,0,0,9,27,265,1788,0,0,0,0,0,172041,3,0
0,0,0,0,14,28,266,1788,0,0,0,0,0,225266,3,0
0,0,0,0,34,28,267,1788,0,0,0,0,0,238009,3,0
0,0,0,0,11,28,268,1788,0,0,0,0,0,165568,3,0
0,0,0,0,28,28,269,1788,0,0,0,0,0,231237,3,0
0,0,0,0,38,28,270,1788,0,0,0,0,0,237840,3,0
0,0,0,0,20,28,271,1788,0,0,0,0,0,213527,3,0
0,0,0,0,3,6,272,1788,0,0,0,0,0,212417,3,0
0,0,0,0,6,29,273,1788,0,0,0,0,0,210641,3,0
0,0,0,0,35,29,274,1788,0,0,0,0,0,235660,3,0
0,0,0,0,30,29,275,1788,0,0,0,0,0,235662,3,0
0,0,0,0,25,29,276,1788,0,0,0,0,0,233912,3,0
0,0,0,0,29,28,277,1788,0,0,0,0,0,240019,3,0
0,0,0,0,33,29,278,1788,0,0,0,0,0,232396,3,0
0,0,0,0,21,29,279,1788,0,0,0,0,0,240017,3,0
0,0,0,0,1,0,280,15001,0,0,0,0,0,171033,3,0
0,0,0,0,23,29,22843,272,0,0,0,0,0,282352,0,0
0,0,0,0,20,13,24382,819,0,0,0,0,0,283704,0,0
0,0,0,0,26,29,22839,270,0,0,0,0,0,282348,0,0
0,0,0,0,3,7,284,15001,0,0,0,0,0,172561,3,0
1,0,0,1,21,12,285,15001,0,0,0,0,0,202661,3,0
0,0,0,0,34,29,24187,1447,0,0,0,0,0,283509,0,0
0,0,0,0,34,29,287,272,0,0,0,0,0,223014,3,0
1,0,0,1,19,16,288,15001,0,0,0,0,0,202534,3,0
0,0,0,0,10,18,289,15001,0,0,0,0,0,234488,3,0
0,0,0,0,13,26,21460,112425,0,0,0,0,0,281112,0,0
0,0,0,0,7,13,24173,15001,0,0,0,0,0,283495,0,0
1,0,0,1,22,28,292,15001,0,0,0,0,0,204987,3,0
0,0,0,0,19,29,22836,110580,0,0,0,0,0,282345,0,0
1,0,0,1,17,28,294,15001,0,0,0,0,0,212045,3,0
0,0,0,0,16,28,295,15001,0,0,0,0,0,234480,3,0
1,0,0,1,27,28,296,15001,0,0,0,0,0,201949,3,0
0,0,0,0,2,28,297,15001,0,0,0,0,0,152036,3,0
0,0,0,0,18,29,298,15001,0,0,0,0,0,238725,3,0
0,0,0,0,48,3,299,15001,0,0,0,0,0,215940,3,0
0,0,0,0,21,29,22850,1786,0,0,0,0,0,282359,0,0
0,0,0,0,28,29,301,15001,0,0,0,0,0,234672,3,0
0,0,0,0,40,29,302,15001,0,0,0,0,0,239147,3,0
1,0,0,1,26,29,303,15001,0,0,0,0,1,238726,3,0
0,0,0,0,32,29,304,15001,0,0,0,0,0,240572,3,0
0,0,0,0,33,29,305,15001,0,0,0,0,0,240571,3,0
0,0,0,0,1,0,306,112425,0,0,0,0,0,184222,3,0
1,0,0,1,3,3,307,112425,0,0,0,0,0,199746,3,0
0,0,0,0,3,28,21461,680,0,0,0,0,0,281113,0,0
0,0,0,0,5,29,24172,1446,0,0,0,0,0,283494,0,0
0,0,0,0,2,7,310,112425,0,0,0,0,0,180174,3,0
0,0,0,0,8,29,24186,1788,0,0,0,0,0,283508,0,0
0,0,0,0,8,29,24184,270,0,0,0,0,0,283506,0,0
0,0,0,0,7,15,313,112425,0,0,0,0,0,239170,3,0
0,0,0,0,31,29,22849,1447,0,0,0,0,0,282358,0,0
2,0,0,1,10,24,315,112425,0,0,0,0,1,227866,3,0
0,0,0,0,14,29,22137,1786,0,0,0,0,0,281789,0,0
0,0,0,0,8,28,317,112425,0,0,0,0,0,205091,3,0
0,0,0,0,4,28,318,112425,0,0,0,0,0,202436,3,0
0,0,0,0,27,28,319,112425,0,0,0,0,0,240129,3,0
0,0,0,0,14,28,320,112425,0,0,0,0,0,228799,3,0
0,0,0,0,16,28,321,112425,0,0,0,0,0,234156,3,0
0,0,0,0,29,28,322,112425,0,0,0,0,0,234631,3,0
0,0,0,0,17,16,323,112425,0,0,0,0,0,220569,3,0
0,0,0,0,21,29,324,112425,0,0,0,0,0,186414,3,0
0,0,0,0,19,29,325,112425,0,0,0,0,0,239786,3,0
0,0,0,0,18,12,326,112425,0,0,0,0,0,239785,3,0
0,0,0,0,37,29,327,112425,0,0,0,0,0,235674,3,0
0,0,0,0,5,4,328,112425,0,0,0,0,0,183499,3,0
0,0,0,0,1,0,329,113720,0,0,0,0,0,239150,3,0
0,0,0,0,8,2,330,113720,0,0,0,0,0,189255,3,0
0,0,0,0,33,4,331,113720,0,0,0,0,0,210640,3,0
0,0,0,0,5,5,332,113720,0,0,0,0,0,239153,3,0
0,0,0,0,4,6,333,113720,0,0,0,0,0,239154,3,0
0,0,0,0,3,8,334,113720,0,0,0,0,0,236517,3,0
1,0,0,1,20,29,335,10032,0,0,0,0,0,239156,3,0
0,0,0,0,16,15,336,113720,0,0,0,0,0,229647,3,0
2,0,0,1,10,18,337,113720,0,0,0,0,0,214099,3,0
0,0,0,0,7,24,338,113720,0,0,0,0,0,239157,3,0
2,0,0,1,9,26,339,113720,0,0,0,0,0,239159,3,0
0,0,0,0,19,28,340,113720,0,0,0,0,0,222858,3,0
1,0,0,1,11,28,341,113720,0,0,0,0,1,239161,3,0
0,0,0,0,15,28,342,113720,0,0,0,0,0,193318,3,0
0,0,0,0,21,28,343,113720,0,0,0,0,0,239163,3,0
0,0,0,0,95,28,344,113720,0,0,0,0,0,239151,3,0
0,0,0,0,23,28,345,113720,0,0,0,0,0,239293,3,0
0,0,0,0,27,28,346,113720,0,0,0,0,0,239155,3,0
0,0,0,0,14,29,347,113720,0,0,0,0,0,201291,3,0
0,0,0,0,18,29,348,113720,0,0,0,0,0,239292,3,0
0,0,0,0,17,29,349,113720,0,0,0,0,0,239162,3,0
0,0,0,0,13,29,350,113720,0,0,0,0,0,239168,3,0
0,0,0,0,31,29,351,113720,0,0,0,0,0,239767,3,0
0,0,0,0,22,29,352,113720,0,0,0,0,0,239165,3,0
0,0,0,0,99,29,353,113720,0,0,0,0,0,239152,3,0
0,0,0,0,2,29,354,113720,0,0,0,0,0,224937,3,0
0,0,0,0,24,29,355,113720,0,0,0,0,0,220137,3,0
0,0,0,0,37,0,356,13,0,0,0,0,0,199641,3,0
0,0,0,0,5,3,357,436,0,0,0,0,0,199191,3,0
0,0,0,0,4,4,358,229,0,0,0,0,0,198584,3,0
0,0,0,0,5,6,359,229,0,0,0,0,0,215892,3,0
0,0,0,0,5,29,360,55,0,0,0,0,0,191198,3,0
0,0,0,0,32,11,361,175,0,0,0,0,0,212501,3,0
0,0,0,0,11,12,362,229,0,0,0,0,0,212048,3,0
0,0,0,0,20,13,363,229,0,0,0,0,0,176009,3,0
0,0,0,0,25,15,364,229,0,0,0,0,0,203886,3,0
1,0,0,1,29,29,365,101100,0,0,0,0,0,188536,3,0
0,0,0,0,91,25,366,229,0,0,0,0,0,201013,3,0
0,0,0,0,40,29,367,48,0,0,0,0,0,234045,3,0
0,0,0,0,18,29,368,112172,0,0,0,0,0,203633,3,0
0,0,0,0,8,28,369,229,0,0,0,0,0,216334,3,0
0,0,0,0,2,6,20373,231,0,0,0,0,0,280459,0,0
0,0,0,0,33,0,371,229,0,0,0,0,0,204549,3,0
0,0,0,0,9,29,372,68,0,0,0,0,0,205985,3,0
0,0,0,0,10,28,373,229,0,0,0,0,0,212207,3,0
0,0,0,0,35,28,374,229,0,0,0,0,0,235513,3,0
0,0,0,0,41,3,375,229,0,0,0,0,0,235037,3,0
0,0,0,0,45,29,376,229,0,0,0,0,0,230872,3,0
0,0,0,0,44,29,377,229,0,0,0,0,0,237440,3,0
0,0,0,0,32,28,378,467,0,0,0,0,0,198705,3,0
0,0,0,0,23,28,379,229,0,0,0,0,0,139727,3,0
0,0,0,0,1,0,380,230,0,0,0,0,0,162220,3,0
0,0,0,0,23,3,381,230,0,0,0,0,0,188387,3,0
1,0,0,1,29,29,382,57,0,0,0,0,1,204352,3,0
0,0,0,0,21,6,383,230,0,0,0,0,0,239814,3,0
0,0,0,0,6,28,384,110724,0,0,0,0,0,209510,3,0
0,0,0,0,6,9,385,230,0,0,0,0,0,205750,3,0
0,0,0,0,38,11,386,230,0,0,0,0,0,162221,3,0
0,0,0,0,20,28,24150,15005,0,0,0,0,0,283472,0,0
1,0,0,1,7,16,388,230,0,0,0,0,0,208801,3,0
0,0,0,0,20,18,389,230,0,0,0,0,0,195065,3,0
0,0,0,0,38,29,390,1795,0,0,0,0,0,225530,3,0
0,0,0,0,27,29,391,28,0,0,0,0,0,226877,3,0
0,0,0,0,17,28,392,230,0,0,0,0,0,190635,3,0
0,0,0,0,9,28,393,230,0,0,0,0,0,238053,3,0
0,0,0,0,5,7,394,230,0,0,0,0,0,204229,3,0
0,0,0,0,12,28,395,230,0,0,0,0,0,238052,3,0
1,0,0,1,19,25,396,230,0,0,0,0,1,200387,3,0
0,0,0,0,24,29,23535,232,0,0,0,0,0,283044,0,0
0,0,0,0,18,29,21448,670,0,0,0,0,0,281100,0,0
0,0,0,0,22,28,399,230,0,0,0,0,0,220772,3,0
0,0,0,0,89,29,400,230,0,0,0,0,0,185291,3,0
0,0,0,0,2,29,401,230,0,0,0,0,0,240122,3,0
0,0,0,0,27,12,402,230,0,0,0,0,0,239815,3,0
0,0,0,0,3,4,25089,674,0,0,0,0,0,284411,0,0
0,0,0,0,15,29,404,312,0,0,0,0,0,216295,3,0
0,0,0,0,3,29,405,230,0,0,0,0,0,170830,3,0
0,0,0,0,4,29,406,230,0,0,0,0,0,162821,3,0
0,0,0,0,24,29,407,230,0,0,0,0,0,220129,3,0
0,0,0,0,22,28,408,231,0,0,0,0,0,219736,3,0
0,0,0,0,13,28,409,231,0,0,0,0,0,218981,3,0
