offset6x,offset5y,offset10x,offset2x,offset2y,offset6y,offset7x,offset3x,offset8x,offset10y,offset3y,offset4x,offset7y,offset0x,offset8y,offset9x,offset5x,offset0y,offset1x,offset4y,offset9y,offset1y,playerid35,defmentality,playerinstruction10_1,playerinstruction3_1,playerid0,playerinstruction1_1,playerid9,customsub0in,playerid36,position10,rightfreekicktakerid,playerinstruction9_2,playerid44,playerid27,playerinstruction9_1,playerinstruction4_2,playerid1,position6,playerinstruction1_2,playerinstruction5_2,playerid38,playerid31,playerid7,playerid20,playerid39,position8,playerid42,playerid48,playerid13,playerid6,customsub0out,playerinstruction7_1,playerid37,buspassing,playerid5,sourceformationid,playerid45,playerinstruction0_2,playerid8,playerid14,playerid46,defteamwidth,playerinstruction8_1,longkicktakerid,playerid12,playerid2,playerinstruction5_1,position5,busdribbling,rightcornerkicktakerid,playerid30,formationaudioid,customsub1in,playerid15,playerid41,playerinstruction6_1,defaggression,playerid47,playerid23,playerid16,playerinstruction6_2,tacticid,customsub1out,playerinstruction10_2,leftcornerkicktakerid,playerinstruction3_2,playerid18,playerid4,playerid40,playerid49,customsub2out,teamid,position2,playerinstruction4_1,playerid22,playerid24,playerid11,playerinstruction8_2,customsub2in,playerid3,captainid,playerinstruction0_1,playerid51,leftfreekicktakerid,position4,playerid25,playerinstruction2_2,playerid33,buspositioning,playerid19,playerid17,ccpositioning,busbuildupspeed,ccshooting,position3,playerid26,ccpassing,playerid50,playerid34,formationfullnameid,penaltytakerid,playerinstruction7_2,playerid32,freekicktakerid,defdefenderline,playerid28,playerid21,playerid10,position0,position9,playerid43,playerid29,position7,cccrossing,position1,playerinstruction2_1
1059481190.0,1051512013.0,1053273620.0,1059900621.0,1041865114.0,1057174323.0,1051931443.0,1051092582.0,1056964608.0,1063256064.0,1041865114.0,1033476506.0,1057174323.0,1056964608.0,1059690906.0,1058642330.0,1056964608.0,1016028201.0,1064094925.0,1045220557.0,1063256064.0,1045220557.0,-1,26,1343488,16,169697,4,203304,-1,-1,26,281301,8,-1,237479,67403776,8,211060,13,8,8,-1,169426,281301,163625,-1,18,-1,-1,213956,217287,-1,134220032,-1,51,186385,15,-1,0,193910,187942,-1,27,134252544,217287,200778,194334,80,10,77,186385,231929,11,-1,280742,-1,134220032,32,-1,230807,228318,8,0,-1,8,186385,8,229682,216535,-1,-1,-1,12,4,4,183385,229685,202770,8,-1,200408,200408,0,-1,281301,7,223599,8,282369,0,183422,213699,0,50,43,6,237931,63,-1,-1,9,206534,8,283122,186385,0,237108,200734,206534,0,24,-1,234645,15,57,3,16
1059648963.0,1058432614.0,1056629064.0,1059900621.0,1041865114.0,1056996485.0,1051595899.0,1050991919.0,1033476506.0,1063541277.0,1042006042.0,1033476506.0,1057031717.0,1056964608.0,1058432614.0,1057014940.0,1064094925.0,1016028201.0,1064094925.0,1045220557.0,1060739482.0,1045220557.0,201895,46,294920,16,199641,8,221841,-1,193331,25,204077,8,-1,228365,294920,8,229896,13,8,8,169705,210282,206115,189165,158121,16,212911,-1,205407,203535,-1,134219792,185181,49,208977,19,-1,0,204077,231745,-1,41,136480768,204077,236441,197948,136611840,12,60,204077,212228,13,-1,203487,239441,134220032,56,-1,188556,183256,8,0,-1,8,203535,8,193942,192557,187754,-1,-1,13,4,8,167931,188289,170597,8,-1,210897,197948,0,-1,204077,7,237161,8,205670,0,189963,230294,0,53,41,6,228368,56,-1,203224,8,192387,8,206085,186395,0,222514,183129,192387,0,21,-1,217140,15,60,3,16
1051931443.0,1051512013.0,1056947831.0,1059900621.0,1041865114.0,1051512013.0,1064094925.0,1051092582.0,1033476506.0,1063256064.0,1041865114.0,1033476506.0,1058432614.0,1056964608.0,1058432614.0,1056863945.0,1059481190.0,1016028201.0,1064094925.0,1045220557.0,1059940886.0,1045220557.0,-1,43,100696064,16,222876,4,212803,-1,-1,25,193780,8,-1,219177,43008,8,235977,11,8,8,-1,283123,193780,208018,-1,16,-1,-1,227174,280481,-1,136611840,-1,36,191566,4,-1,0,282370,186450,-1,46,136611840,193780,233795,230708,320,9,27,212803,223922,14,-1,283873,-1,80,67,-1,213737,165219,8,0,-1,4,193780,8,152880,169464,-1,-1,-1,14,4,4,184031,232106,219948,8,-1,171831,171831,0,-1,193780,7,227050,8,283868,0,155886,211090,1,38,53,6,221251,33,-1,284550,3,212803,8,212645,210985,0,235642,222878,202517,0,18,-1,230919,12,53,3,16
1059481190.0,1049414861.0,1053273620.0,1059900621.0,1041865114.0,1057174323.0,1057014940.0,1056964608.0,1051595899.0,1063256064.0,1041865114.0,1051092582.0,1057803469.0,1056964608.0,1056125747.0,1058810102.0,1033476506.0,1016028201.0,1064094925.0,1041865114.0,1063220832.0,1051092582.0,-1,45,294920,16,184436,4,281867,-1,-1,26,169078,8,-1,229739,16809992,8,223877,13,8,8,-1,283545,169078,213695,-1,15,-1,-1,225144,205347,-1,134220288,-1,53,280743,31,-1,0,203138,226012,-1,60,134219792,169078,203756,193504,8,8,33,169078,189849,4,-1,199027,-1,134220032,49,-1,226563,189300,8,0,-1,8,169078,8,187818,283972,-1,-1,-1,15,4,16,217096,230815,193528,8,-1,204761,193504,0,-1,169078,6,238488,8,164855,0,202131,204502,0,51,60,5,236267,49,-1,-1,-1,217758,8,283124,169078,0,184747,212358,217758,0,24,-1,281155,14,33,2,16
1051931443.0,1051512013.0,1056947831.0,1059900621.0,1041865114.0,1051512013.0,1064094925.0,1051092582.0,1033476506.0,1063256064.0,1041865114.0,1033476506.0,1058432614.0,1056964608.0,1058432614.0,1057117281.0,1059481190.0,1016028201.0,1064094925.0,1045220557.0,1059655673.0,1045220557.0,204254,68,1343488,16,221130,8,198706,-1,204210,25,280091,8,-1,225015,75776,8,197853,11,8,8,191648,218660,211381,163806,183916,16,-1,-1,213648,216194,-1,136611840,192732,40,199576,4,-1,0,280091,281307,-1,39,135563264,216354,232459,231002,320,9,43,280091,218661,14,-1,202697,-1,80,59,-1,193148,281369,8,0,-1,8,280091,8,216796,224031,-1,-1,-1,17,4,8,199422,236316,282980,8,-1,221551,216194,0,-1,280091,7,236315,8,213900,0,199434,213905,0,39,39,6,228578,39,-1,205990,3,216354,8,215756,205569,0,222922,189324,216354,0,18,-1,220570,12,39,3,16
1051931443.0,1051512013.0,1056947831.0,1060110336.0,1042422117.0,1051512013.0,1064094925.0,1050589266.0,1033476506.0,1063256064.0,1042536202.0,1033476506.0,1058432614.0,1056964608.0,1058432614.0,1056964608.0,1059481190.0,1016028201.0,1064094925.0,1045220557.0,1059690906.0,1045220557.0,235736,68,8650760,16,167948,4,211117,-1,235619,25,190460,8,158887,228174,134284288,8,210972,11,8,8,232110,282934,190460,231022,232008,16,200759,-1,222079,234153,-1,138708992,233426,38,222400,4,-1,0,208450,225018,-1,63,136611840,190460,221491,280805,80,9,22,190460,222399,14,-1,191687,231144,320,63,-1,183394,235790,8,0,-1,8,190460,8,235814,224921,231145,-1,-1,18,4,8,232250,282378,206585,8,-1,209997,190460,0,-1,190460,7,138981,8,236568,0,232252,194876,0,38,33,6,162240,33,-1,236239,3,211117,8,236599,190460,0,228053,281132,212188,0,18,184144,225364,12,33,3,16
1051931443.0,1051512013.0,1056947831.0,1060377094.0,1042616733.0,1051512013.0,1064094925.0,1049834291.0,1033476506.0,1063256064.0,1042650287.0,1033476506.0,1058432614.0,1056964608.0,1058432614.0,1057014940.0,1059481190.0,1016028201.0,1064094925.0,1045220557.0,1059868744.0,1045220557.0,231442,39,33587208,16,121933,8,235450,-1,231438,25,280162,8,155946,221456,43008,8,236466,11,8,8,226430,280489,202857,210930,215556,16,194911,-1,210583,186801,-1,136611840,228151,56,234378,4,-1,0,280162,207441,-1,39,136611840,280162,203376,183855,320,9,55,280162,281405,14,-1,182002,199412,320,49,-1,182836,280018,8,0,-1,8,280162,8,176285,203485,201208,-1,-1,19,4,8,280602,199914,280047,8,-1,281858,183855,0,-1,280162,7,225908,8,238059,0,200054,184111,0,53,60,6,225028,53,-1,237683,3,201818,8,238060,188988,0,221346,184200,201818,0,18,184417,219681,12,57,3,16
1051931443.0,1052770304.0,1057006551.0,1059900621.0,1041865114.0,1051512013.0,1063675494.0,1051092582.0,1035516615.0,1063541277.0,1041865114.0,1033476506.0,1059481190.0,1056964608.0,1059481190.0,1057014940.0,1059313418.0,1016028201.0,1064094925.0,1045220557.0,1060320051.0,1045220557.0,-1,75,294920,16,167495,4,208448,-1,-1,25,283125,8,-1,164240,43008,8,280053,11,8,8,-1,284037,210935,236467,-1,16,-1,-1,213565,283697,-1,136463360,-1,30,211575,4,-1,0,283125,189596,-1,32,138708992,283125,178603,212190,320,9,51,283125,284249,14,-1,189332,-1,320,62,-1,230767,212194,8,0,-1,8,283125,8,188988,197445,-1,-1,-1,21,4,4,231227,206113,186569,8,-1,213331,208448,0,-1,283125,7,204923,8,281625,0,280744,216594,1,35,28,6,204485,33,-1,231235,3,283125,8,283682,197445,0,284387,231228,188545,0,18,-1,284363,12,32,3,16
1059648963.0,1052652863.0,1033476506.0,1060529766.0,1042294610.0,1057803469.0,1051595899.0,1049834291.0,1064094925.0,1062417203.0,1042294610.0,1033476506.0,1057531678.0,1056964608.0,1062417203.0,1056947831.0,1056964608.0,1016028201.0,1064094925.0,1045220557.0,1063256064.0,1045220557.0,-1,60,2263040,1,189117,4,280604,-1,-1,27,280058,8,-1,233728,9699328,8,216643,13,8,8,-1,208574,167431,227503,-1,23,-1,-1,188567,192318,-1,134222080,-1,34,222028,9,-1,0,231443,218339,-1,34,2394112,280058,225193,216460,48,10,53,192318,192667,6,-1,188942,-1,10752,52,-1,223761,219841,8,0,-1,8,167431,8,200215,211256,-1,-1,-1,22,4,4,216518,240829,233731,8,-1,204311,280058,0,-1,167431,7,228082,8,-1,0,238476,2196,1,30,54,6,176769,28,-1,-1,7,231443,8,227234,170797,0,193348,228607,280058,0,25,-1,283681,15,54,3,16
1059481190.0,1058432614.0,1053273620.0,1059900621.0,1041865114.0,1057174323.0,1051931443.0,1051092582.0,1034697887.0,1063256064.0,1041865114.0,1033476506.0,1057174323.0,1056964608.0,1058217866.0,1058642330.0,1064094925.0,1016028201.0,1064094925.0,1045220557.0,1063256064.0,1045220557.0,-1,60,268730368,16,177683,8,239741,-1,-1,26,228666,8,-1,280555,16809992,8,190149,13,8,8,-1,-1,229261,235018,-1,16,-1,-1,201118,204024,-1,134220032,-1,38,228666,16,-1,0,205869,204092,-1,56,136611840,228666,210617,207862,136480768,12,25,205869,212096,10,-1,198504,-1,134220032,58,-1,234943,284552,8,0,-1,8,228666,8,239744,229668,-1,-1,-1,23,4,4,213369,229753,183249,8,-1,281869,204024,0,-1,228666,7,199652,8,-1,0,235056,207894,1,36,36,6,283126,36,-1,-1,11,213114,8,-1,144622,0,283969,115888,213114,0,24,-1,283690,15,36,3,16
1051931443.0,1051512013.0,1053273620.0,1059607020.0,1041643654.0,1051512013.0,1064094925.0,1051344241.0,1033476506.0,1063256064.0,1041865114.0,1033476506.0,1058432614.0,1056964608.0,1058432614.0,1058642330.0,1059481190.0,1016028201.0,1064094925.0,1045220557.0,1063256064.0,1045220557.0,-1,49,294920,16,202789,8,211899,-1,-1,26,190671,8,-1,283127,16809992,8,198579,11,8,8,-1,-1,209769,177508,-1,16,-1,-1,199282,190671,-1,136611840,-1,49,199897,17,-1,0,216508,177520,-1,41,136611840,211899,211879,190666,80,9,56,209769,226627,10,-1,232119,-1,320,42,-1,201877,221467,8,0,-1,8,190671,8,212321,199236,-1,-1,-1,25,4,8,216501,280746,216466,8,-1,210719,190671,0,-1,190671,7,210538,8,-1,0,189922,194333,1,49,41,6,216158,42,-1,-1,12,211899,8,-1,209846,0,282493,228593,231624,0,24,-1,281625,12,56,3,16
1064094925.0,1051512013.0,1056947831.0,1059900621.0,1041865114.0,1058432614.0,1059481190.0,1051092582.0,1051931443.0,1063256064.0,1041865114.0,1033476506.0,1057174323.0,1056964608.0,1057174323.0,1033476506.0,1056964608.0,1016028201.0,1064094925.0,1045220557.0,1058432614.0,1045220557.0,-1,49,294920,16,239499,8,209844,-1,-1,25,281205,8,-1,-1,135431168,8,219833,12,8,8,-1,-1,212340,239131,-1,15,-1,-1,194078,239174,-1,134220032,-1,37,281205,2,-1,0,239498,238831,-1,52,134220032,281205,221518,222521,320,10,33,239174,-1,15,-1,239500,-1,136873984,45,-1,281871,212243,8,0,-1,8,209844,8,198977,215422,-1,-1,-1,27,4,8,239129,177668,177425,8,-1,201815,201815,0,-1,281205,7,-1,8,-1,0,239694,280747,1,39,59,6,-1,39,-1,-1,-1,239174,8,-1,177668,0,-1,199475,205443,0,16,-1,-1,13,59,3,16
1051931443.0,1051512013.0,1056947831.0,1059900621.0,1041865114.0,1051512013.0,1064094925.0,1051092582.0,1033476506.0,1063256064.0,1041865114.0,1033476506.0,1058432614.0,1056964608.0,1058432614.0,1056964608.0,1059481190.0,1016028201.0,1064094925.0,1045220557.0,1059690906.0,1045220557.0,208535,76,100696064,16,215417,4,216349,-1,231242,25,202428,8,-1,230047,134252544,4,235253,11,8,8,226866,210776,212125,223199,154954,16,-1,-1,181318,222844,-1,136480768,281406,67,223751,4,-1,0,206594,239981,-1,56,136611840,202428,202849,184477,320,9,66,216349,216444,14,-1,280674,-1,320,66,-1,237420,190330,8,0,-1,8,216349,8,229354,200536,226877,-1,-1,28,4,8,237517,235956,189387,8,-1,197655,184477,0,-1,202428,7,235465,8,200922,0,227900,220085,0,67,74,6,231554,70,-1,212419,3,216349,8,205096,208574,0,229472,221893,202428,0,18,-1,219842,12,66,3,1
1064094925.0,1049414861.0,1056947831.0,1059900621.0,1041865114.0,1058432614.0,1059481190.0,1056964608.0,1051931443.0,1063256064.0,1041865114.0,1051092582.0,1057174323.0,1056964608.0,1057174323.0,1033476506.0,1033476506.0,1016028201.0,1064094925.0,1041865114.0,1058432614.0,1049414861.0,-1,75,294920,16,205455,4,223993,-1,-1,25,189383,8,-1,281214,138577920,8,283129,12,8,8,-1,283616,233880,234891,-1,15,-1,-1,168799,237635,-1,134220032,-1,49,194089,33,-1,0,189383,210280,-1,42,134220032,217787,216981,203445,8,8,72,189383,235103,5,-1,193679,-1,138577920,72,-1,239666,234380,8,0,-1,8,189383,8,234901,236532,-1,-1,-1,29,4,16,239662,236613,198428,8,-1,217787,217787,0,-1,189383,6,280748,8,-1,0,239667,236536,0,50,31,5,281872,58,-1,-1,14,212158,8,283924,175996,0,282501,239664,212158,0,16,-1,282477,13,32,2,16
1051931443.0,1051367729.0,1053609165.0,1059900621.0,1041865114.0,1051512013.0,1064094925.0,1051092582.0,1033476506.0,1063675494.0,1041865114.0,1033476506.0,1058432614.0,1056964608.0,1058432614.0,1058576898.0,1059313418.0,1016028201.0,1064094925.0,1045220557.0,1062836634.0,1045220557.0,198657,74,67403776,16,200316,8,192302,-1,193290,26,186274,8,-1,282497,268730368,8,210394,11,8,8,190572,237642,189234,204687,-1,16,-1,-1,230142,198113,-1,136613888,193061,67,199663,17,-1,0,193098,221838,-1,56,136611840,189234,215441,201342,80,9,46,193098,239806,10,-1,223033,-1,320,66,-1,239571,215353,8,0,-1,8,189234,8,234846,186274,-1,-1,-1,31,4,8,238379,233437,227950,8,-1,177519,198113,0,-1,189234,7,280749,8,202157,0,235407,158657,0,67,74,6,212187,62,-1,52498,12,189234,8,202685,189234,0,281873,239949,202276,0,24,-1,281347,12,66,3,16
1052032106.0,1052152902.0,1053273620.0,1059900621.0,1041865114.0,1052770304.0,1063675494.0,1051092582.0,1036831949.0,1063256064.0,1041865114.0,1033476506.0,1058467847.0,1056964608.0,1058539989.0,1058642330.0,1059583531.0,1016028201.0,1064094925.0,1045220557.0,1063256064.0,1045220557.0,219995,75,285245440,16,192563,4,231352,-1,201041,26,281273,8,-1,210366,268730368,8,230202,11,8,8,-1,222428,281273,225564,-1,16,-1,-1,195365,183711,-1,136611840,210282,68,177457,17,-1,0,213814,213829,-1,63,136611840,281273,169596,189682,320,9,73,183711,236786,10,-1,187324,-1,544,73,-1,280750,212212,8,0,-1,8,183711,8,228566,224494,-1,-1,-1,32,4,4,281874,236996,152211,8,-1,190547,183711,0,-1,281273,7,235288,8,283804,0,226268,229906,1,66,79,6,233514,69,-1,283459,12,231352,8,216409,216466,0,282815,223759,283014,0,24,-1,282779,12,53,3,16
